,DMXR1,DMXR2,a0,a1,a2,a3,a4,a5
55,57101.28034177798691,57102.440286659955742,-31.37269047337184702,342.74868434783297744,78.436523805972996115,10.7385376618701595675,-6.6098322844347912053,-4.3320942457182329832
56,57131.207631608056538,57132.30532172103994,4.300756422474321994,341.35954490082940538,76.683606731533274115,5.6282699835156515533,-3.2815496470668383822,1.1567610083142292332
57,57161.129831505655602,57162.230374514911087,19.732846684704526297,340.2573159324176686,74.06135415606023287,13.74501149361260488,-3.18587735048529197,-8.750568490826610812
58,57192.114838405002953,57195.120381544060372,-60.084153142350686494,333.65410180436293786,74.18173013850548614,26.760791974532409654,-3.3704959277213646374,-19.978304971367609966
59,57306.796696032841286,57307.918960306873483,32.756168119448176412,338.00614026376211996,80.49964330226424636,9.4864638885389762635,-5.330387942767975673,-4.823581883773050194
60,57335.801165145341656,57336.933639498995035,-52.05312582874766747,339.04411469953726055,64.7682153766587021,16.768734835250665327,7.5242190659239511774,-12.909570822837327597
61,57397.589661068886922,57398.701363213367582,43.57801177301244877,338.32304047281473913,77.61016458492871095,-1.2927948447749597616,-2.4821854168157688747,5.8730903361922957018
62,57432.571956301027964,57433.592766492969524,1.0929175272690940801,343.61088024536957164,84.53678122230596159,-8.117356122202966873,-9.105421593014042969,8.234119348789871395
63,57488.369651581364455,57489.51111562367441,58.67210599008412686,340.20532385902237138,75.603302818882070824,-5.7477220551099357237,-3.0890264401259583948,4.346723274276492077
64,57518.33049687351013,57519.439280625854735,-20.720720795527508784,338.2669749544056117,75.94648685694779999,-2.1326382978158697767,-4.9766103171861288956,5.873618785193731817
65,57550.24601189939131,57551.354363335653034,-3.8129925855264055201,333.83073084857130652,66.770315087852424085,10.623698633306025485,3.7945691753118646616,-5.1530459032160145227
66,57579.11492468633514,57580.130815823125893,35.705412611941198975,334.94392896870459708,74.3817197888044177,7.6993072765139851654,-3.1539874486856938063,-4.115706474791756442
67,57613.94269831311977,57615.055524506307847,35.086577223440926332,338.23690628916779133,70.84627334518530972,-4.629440747614451901,-0.339078111679130767,7.793553565772029401
68,57646.882038639647362,57647.98364598376793,66.882090268230356855,343.37819577309704755,69.37157828857480979,-18.463773799347681148,0.8175671923342668901,15.652305447104023273
69,57764.573365090254814,57765.671740622710786,14.7687536567427670775,333.62346244249471283,72.22046260491451619,5.6184926008486222315,-1.5296816074913253125,0.7356614369122485009
70,57792.438884752322338,57796.68422256787016,43.188043151757213423,339.07904388524951855,78.5340975198000848,-7.9715733484827833166,-5.0517337992005151293,9.919107692895403616
71,57835.332867484270533,57836.497767636581564,52.194350693477886693,337.6154507967067957,81.15058640564301129,-2.0161129394513856994,-7.4234214238252338447,4.5109793464125491624
72,57859.187385896380878,57864.36283979797736,55.604900467731553704,334.85275830576398448,69.84420060445751233,1.5801013570158994881,3.4645726374662233482,2.6792675924461750725
73,57892.20266691612051,57894.235648969974132,31.040717908319162888,333.4103510814588276,69.35797338140834256,3.616864769395213397,3.1630890588191160617,1.3294845246499917835
74,57920.14841451875691,57922.162492967276194,17.102900916130778342,330.33051747254677366,78.28175872515363665,21.306967983529830235,-6.3730349002962807248,-14.532987157919555088
75,57947.97957440861501,57949.097715426847568,27.247962661401150086,334.15015933669025117,80.072980817800115005,6.376647348332403098,-6.3325433141909375223,-1.2895447196664353573
76,57977.913756823661966,57979.016658265427395,-48.451358203013711545,340.62526856739566483,83.79836838564330037,-4.2454425077258530763,-8.652597462405767104,6.3115652365952721325
77,58008.947530430690673,58010.023237221044837,43.05312383038454982,337.13746963132160772,78.826066101545237075,9.906976314807034001,-3.994703522944065277,-5.9951065256739717313
78,58038.861245807893287,58039.822153480410638,26.063233942087549622,337.11101955989096268,75.7891182678321087,7.7557822699284582058,1.2051619495150724948,-1.9751204322520119483
79,58069.68589859877102,58070.86756358615822,-0.2819185193360773667,341.34341263643284492,83.37331763644320404,-8.3833021809719632245,-8.278577760092392879,9.03268066365769684
80,58137.56185296523472,58138.589410667918855,4.2003704807276029953,329.9973934050352682,82.60783618153466534,8.9964784859088666735,-8.517122702565213643,-1.8009125919241864011
81,58160.41587123604404,58161.52552215013566,40.962968138539793017,328.34307322908114202,82.960568735524972794,8.273086370708151449,-8.533427623623651925,-0.6606258437469274547
82,58187.343219508104085,58188.52199587381619,35.502119391997275955,332.9051542435137776,72.19933019910880034,-6.776031030176186576,-2.323053522457643627,9.637100915998807693
83,58211.24751642630145,58212.366340341897743,24.597772565372874709,332.25667405865556248,67.68813937359351485,1.4671931513564588911,2.2190418954535449103,2.2468827885215709728
84,58267.22428178916743,58271.389241537974154,-5.3681027474549960488,303.57467839220981887,55.451444411815280944,15.6860286669035087215,8.066619297070023009,-8.581436461870698196
85,58301.030704096148842,58302.1409648527042,20.88049393872274706,330.24275627496098195,74.93430685079091802,8.991350314850309999,-2.4000064637821125757,-2.0566268242903724683
86,58334.897034536254075,58336.016434236349596,14.843688410000130062,328.84413068270413305,82.05239307892001932,16.695053771892784056,-8.5203623956575196274,-7.9997199213262817352
87,58364.84359059150302,58365.924936397517744,16.804468450435720683,332.01046681219185075,77.46406120183671362,13.015531675819801194,-4.0305146767488650994,-6.2652381918151096585
88,58424.64287049845007,58425.742059666117708,42.013579063082133302,335.12910601874671102,80.16001362126300478,7.4092304710356335917,-3.9629794019070363476,-0.85860910606875040507
89,58489.515732661915532,58490.56226188845904,-24.685666561930752039,344.290179993123445,76.46742390022195934,-9.948117485199038157,-3.3170885858047727268,9.155004001582558004
90,58517.38983251284662,58518.581696586734328,-33.37018412223107333,342.34119652276228862,76.54077304457001674,-6.7713056917519818256,-5.1606857511765031887,6.3645756633863204144
91,58544.319118169732974,58545.447746325007756,-39.12276337976330609,338.96726843512232108,77.90917938966572365,0.9566283231969113787,-6.0974231399855929325,-0.67595493127562134017
92,58580.21497321640345,58583.317820366886735,-24.55706897726066984,339.94507700071659428,74.35897396101313461,-3.6035935930501077351,-1.7732672330214311884,4.451640475743777081
93,58607.15252572386089,58608.243409809692825,12.779823752548800542,339.24787124052443232,77.19384025021128082,4.987938663715429044,-4.1817714786787476555,-2.6253705467206733815
94,58636.066834804194514,58637.2836768676425,62.60988380207633952,337.43578713866423868,79.04256023689737276,13.046873349044323831,-1.5470337040305635057,-9.158917409340190829
95,58670.995797102717916,58672.076648091628158,3.420640879738311213,332.06047210753916943,80.93880760359090232,17.714299319863894056,-9.199218524021462784,-8.785523638546184344
96,58698.906022722010672,58700.00050712935626,5.721602610184366,334.05406685292035718,87.53272141683541463,12.708013870049056138,-14.881654449321004563,-6.6425358163319767613
97,58728.81609762123117,58729.913539059329203,40.584897085908018255,335.115069888052858,76.13829729761685883,2.3582283892953985749,-5.840961108302435534,0.6230334492166805793
98,58758.733931429444052,58759.837357239011908,4.966827034026302101,335.5892562013308975,77.223513015667094805,-5.463353400375391189,-7.1490229293163345403,7.5570016225332423687
99,58786.65277775405411,58789.837936643038127,-22.713237505963324026,331.67672846570025058,65.30223970320605531,12.230162230271265145,3.781335367660154212,-7.7637429588506110534
100,58848.497500265570128,58849.688176546755127,37.408727405221789297,336.041304812514511,71.49640484259377615,-7.428093052632078752,-3.7289179594619858982,7.8481749121221167087
101,58881.433764122433786,58882.53762136810838,70.66404253349405451,330.910418745473919,73.34630114206713358,5.428183830039346347,-3.7214772211236457622,-4.267357527586436383
102,58939.281800374803424,58940.389989685769248,24.299330823875944674,331.20715564946931408,71.933026788314492705,1.4907961701788343678,-3.0991885258803941738,-0.277772828626120738
